epoch,sameAs_test_hits@1,sameAs_test_hits@10,sameAs_test_MR,sameAs_test_MRR,sameAs_test_precision,sameAs_test_recall,sameAs_test_f1
64,0.4864864945411682,1.0,0.6756756901741028,1.479999968242646,1.0,1.0,1.0
65,0.7837837934494019,1.0,0.3513513505458832,2.846153852678615,1.0,1.0,1.0
66,0.6756756901741028,1.0,0.5135135054588318,1.9473684515979486,0.9512195121951219,0.9459459459459459,0.9457875457875458
67,0.6216216087341309,1.0,0.45945945382118225,2.17647061494395,1.0,1.0,1.0
68,0.8648648858070374,1.0,0.21621622145175934,4.624999888008463,1.0,1.0,1.0
69,0.7567567825317383,1.0,0.3243243098258972,3.0833334711690807,1.0,1.0,1.0
70,0.7837837934494019,1.0,0.3513513505458832,2.846153852678615,1.0,1.0,1.0
71,0.7567567825317383,1.0,0.4324324429035187,2.3124999440042315,1.0,1.0,1.0
72,0.8378378748893738,1.0,0.2432432472705841,4.11111104304408,1.0,1.0,1.0
73,0.7567567825317383,1.0,0.3243243098258972,3.0833334711690807,1.0,1.0,1.0
74,0.7567567825317383,1.0,0.3513513505458832,2.846153852678615,0.986842105263158,0.9864864864864865,0.9864840182648402
75,0.6756756901741028,1.0,0.45945945382118225,2.17647061494395,0.986842105263158,0.9864864864864865,0.9864840182648402
76,0.8108108043670654,1.0,0.37837839126586914,2.642857052841968,0.9743589743589743,0.972972972972973,0.972953216374269
77,0.7837837934494019,1.0,0.21621622145175934,4.624999888008463,0.9743589743589743,0.972972972972973,0.972953216374269
78,0.8108108043670654,1.0,0.21621622145175934,4.624999888008463,0.986842105263158,0.9864864864864865,0.9864840182648402
79,0.7567567825317383,1.0,0.29729729890823364,3.36363634541015,1.0,1.0,1.0
80,0.8108108043670654,1.0,0.21621622145175934,4.624999888008463,1.0,1.0,1.0
81,0.9729729890823364,1.0,0.027027027681469917,36.999999104067705,1.0,1.0,1.0
82,0.8378378748893738,1.0,0.18918919563293457,5.285714105683936,1.0,1.0,1.0
83,0.8648648858070374,1.0,0.1621621549129486,6.1666669423381615,1.0,1.0,1.0
84,0.8918918967247009,1.0,0.10810811072587967,9.249999776016926,0.986842105263158,0.9864864864864865,0.9864840182648402
85,0.9189189672470093,1.0,0.0810810774564743,12.333333884676323,0.986842105263158,0.9864864864864865,0.9864840182648402
86,0.8108108043670654,1.0,0.2702702581882477,3.7000001654028964,1.0,1.0,1.0
87,0.8918918967247009,1.0,0.10810811072587967,9.249999776016926,1.0,1.0,1.0
88,0.7567567825317383,1.0,0.2702702581882477,3.7000001654028964,1.0,1.0,1.0
89,0.7837837934494019,1.0,0.2432432472705841,4.11111104304408,1.0,1.0,1.0
90,0.9189189672470093,1.0,0.10810811072587967,9.249999776016926,0.9743589743589743,0.972972972972973,0.972953216374269
91,0.8108108043670654,1.0,0.21621622145175934,4.624999888008463,0.986842105263158,0.9864864864864865,0.9864840182648402
92,0.9189189672470093,1.0,0.0810810774564743,12.333333884676323,1.0,1.0,1.0
93,0.9189189672470093,1.0,0.0810810774564743,12.333333884676323,1.0,1.0,1.0
94,0.8648648858070374,1.0,0.13513512909412384,7.400000330805793,0.9625,0.9594594594594594,0.9593927199561002
95,0.8648648858070374,1.0,0.13513512909412384,7.400000330805793,0.9404761904761905,0.9324324324324325,0.9321225463217758
96,0.8918918967247009,1.0,0.13513512909412384,7.400000330805793,1.0,1.0,1.0
97,0.9189189672470093,1.0,0.0810810774564743,12.333333884676323,1.0,1.0,1.0
98,0.8648648858070374,1.0,0.13513512909412384,7.400000330805793,1.0,1.0,1.0
99,0.8918918967247009,1.0,0.10810811072587967,9.249999776016926,1.0,1.0,1.0
