epoch,sameAs_test_hits@1,sameAs_test_hits@10,sameAs_test_MR,sameAs_test_MRR,sameAs_test_precision,sameAs_test_recall,sameAs_test_f1
0,0.0796460211277008,0.13274335861206055,50.74336242675781,0.019707010970023607,0.7526080476900149,0.5103244837758112,0.35587477822926805
1,0.35103243589401245,0.6519173979759216,11.415928840637207,0.08759690200943672,0.7792421746293245,0.6047197640117994,0.5315216830815243
2,0.4336283206939697,0.9941002726554871,1.1120944023132324,0.8992042383451725,0.25,0.5,0.3333333333333333
3,0.41002950072288513,1.0,1.002949833869934,0.9970588420573819,1.0,1.0,1.0
4,0.4277286231517792,0.9970501661300659,0.9734513163566589,1.0272727389621341,0.897887323943662,0.8716814159292036,0.8695331939882551
5,0.3775811195373535,0.9233038425445557,5.005899906158447,0.1997642818966001,1.0,1.0,1.0
6,0.49262535572052,1.0,0.9321534037590027,1.072784796973759,1.0,1.0,1.0
7,0.4277286231517792,1.0,0.9941002726554871,1.0059347406964825,1.0,1.0,1.0
8,0.44542771577835083,1.0,0.9056047201156616,1.104234527258518,1.0,1.0,1.0
9,0.4247787594795227,1.0,0.9616519212722778,1.0398772964306953,1.0,1.0,1.0
10,0.4601770043373108,0.9970501661300659,0.9203540086746216,1.0865384304025303,1.0,1.0,1.0
11,0.41887906193733215,0.98525071144104,1.6430678367614746,0.6086175979021192,1.0,1.0,1.0
12,0.41002950072288513,0.982300877571106,1.769911527633667,0.5649999925911428,1.0,1.0,1.0
13,0.4336283206939697,0.982300877571106,1.9056047201156616,0.5247678017607473,1.0,1.0,1.0
14,0.44247788190841675,0.991150438785553,1.1769911050796509,0.8496240928960348,1.0,1.0,1.0
15,0.516224205493927,0.9970501661300659,0.8967551589012146,1.1151315831015574,1.0,1.0,1.0
16,0.4631268382072449,0.9970501661300659,0.8554572463035583,1.1689654910528993,1.0,1.0,1.0
17,0.4808259606361389,1.0,0.8407079577445984,1.1894736939123793,1.0,1.0,1.0
18,0.5132743120193481,0.9734513163566589,1.702064871788025,0.5875216723963621,1.0,1.0,1.0
19,0.5427728891372681,0.9882006049156189,1.3156342506408691,0.7600896674078544,1.0,1.0,1.0
20,0.5811209678649902,1.0,0.6135693192481995,1.6298076983791991,1.0,1.0,1.0
21,0.5722714066505432,0.9970501661300659,0.7079645991325378,1.4125000052619725,1.0,1.0,1.0
22,0.5486725568771362,0.98525071144104,1.0884956121444702,0.9186991558283611,1.0,1.0,1.0
23,0.5988200306892395,0.98525071144104,0.9380530714988708,1.0660377652216917,0.9970674486803519,0.9970501474926254,0.9970501218238774
24,0.5280236005783081,0.9970501661300659,0.9233038425445557,1.0830670835768164,0.9970674486803519,0.9970501474926254,0.9970501218238774
25,0.5545722842216492,0.982300877571106,0.976401150226593,1.0241692154581448,1.0,1.0,1.0
26,0.5752212405204773,0.9941002726554871,0.755162239074707,1.3242187549330993,1.0,1.0,1.0
27,0.5840708017349243,1.0,0.6224188804626465,1.606635067459226,0.9985294117647059,0.9985250737463127,0.9985250705377402
28,0.5899704694747925,0.98525071144104,0.8820058703422546,1.1337793019585671,1.0,1.0,1.0
29,0.5811209678649902,0.9557521939277649,1.495575189590454,0.6686390674037849,1.0,1.0,1.0
30,0.6017699241638184,0.967551589012146,1.3185840845108032,0.7583892538571035,0.9970674486803519,0.9970501474926254,0.9970501218238774
31,0.6283186078071594,0.9705014824867249,1.2005900144577026,0.8329238024286687,0.9985294117647059,0.9985250737463127,0.9985250705377402
32,0.6076695919036865,0.982300877571106,0.9085545539855957,1.100649372801288,0.9956140350877193,0.995575221238938,0.9955751346059716
33,0.6135693192481995,0.976401150226593,0.9233038425445557,1.0830670835768164,0.9970674486803519,0.9970501474926254,0.9970501218238774
34,0.6106194853782654,0.98525071144104,0.8584070801734924,1.1649484528924088,0.9985294117647059,0.9985250737463127,0.9985250705377402
35,0.6814159154891968,0.98525071144104,0.7050147652626038,1.4184100096506775,0.9985294117647059,0.9985250737463127,0.9985250705377402
36,0.6814159154891968,0.991150438785553,0.5604719519615173,1.7842106041171908,1.0,1.0,1.0
37,0.6607669591903687,0.9882006049156189,0.6755162477493286,1.4803492933467992,1.0,1.0,1.0
38,0.6430678367614746,0.9941002726554871,0.7020648717880249,1.4243697985532182,1.0,1.0,1.0
39,0.6784660816192627,0.991150438785553,0.4690265357494354,2.1320755304433834,1.0,1.0,1.0
40,0.6666666865348816,0.9970501661300659,0.5486725568771362,1.822580676700273,0.9985294117647059,0.9985250737463127,0.9985250705377402
41,0.6961652040481567,0.991150438785553,0.5870206356048584,1.7035176267178633,1.0,1.0,1.0
42,0.6755162477493286,0.9941002726554871,0.5368731617927551,1.8626373437270498,1.0,1.0,1.0
43,0.6696165204048157,0.9941002726554871,0.5427728891372681,1.8423912100500999,1.0,1.0,1.0
44,0.6725663542747498,0.9941002726554871,0.5221238732337952,1.9152543127485435,1.0,1.0,1.0
45,0.6784660816192627,0.9705014824867249,0.8702064752578735,1.1491525614121223,1.0,1.0,1.0
46,0.7020648717880249,0.976401150226593,0.8407079577445984,1.1894736939123793,1.0,1.0,1.0
47,0.6961652040481567,0.9970501661300659,0.4336283206939697,2.306122437758726,0.9985294117647059,0.9985250737463127,0.9985250705377402
48,0.7138643264770508,0.9970501661300659,0.43067845702171326,2.3219178570373296,1.0,1.0,1.0
49,0.6873156428337097,1.0,0.4041298031806946,2.4744524955336686,1.0,1.0,1.0
50,0.7227138876914978,1.0,0.41002950072288513,2.4388489077907622,1.0,1.0,1.0
51,0.6784660816192627,1.0,0.4808259606361389,2.0797545928613905,1.0,1.0,1.0
52,0.737463116645813,0.991150438785553,0.5280236005783081,1.8938547422970649,1.0,1.0,1.0
53,0.6873156428337097,0.991150438785553,0.6047197580337524,1.653658552932853,1.0,1.0,1.0
54,0.7404129505157471,0.991150438785553,0.5132743120193481,1.9482759541691315,1.0,1.0,1.0
55,0.7109144330024719,1.0,0.4365781843662262,2.2905404708933967,1.0,1.0,1.0
56,0.7168141603469849,1.0,0.3775811195373535,2.6484375098661985,1.0,1.0,1.0
57,0.74631267786026,1.0,0.31563422083854675,3.168224273474834,1.0,1.0,1.0
58,0.764011800289154,1.0,0.3185840845108032,3.138888753766637,0.9985294117647059,0.9985250737463127,0.9985250705377402
59,0.719763994216919,0.9970501661300659,0.46607670187950134,2.145569593947518,0.9985294117647059,0.9985250737463127,0.9985250705377402
60,0.6725663542747498,0.9882006049156189,0.6932153105735779,1.4425532511285468,1.0,1.0,1.0
61,0.6932153105735779,0.9941002726554871,0.5457227230072021,1.8324324017323401,1.0,1.0,1.0
62,0.6755162477493286,1.0,0.4808259606361389,2.0797545928613905,1.0,1.0,1.0
63,0.7404129505157471,1.0,0.4011799395084381,2.4926470681093633,1.0,1.0,1.0
64,0.6991150379180908,0.9941002726554871,0.5988200306892395,1.6699508178592555,1.0,1.0,1.0
65,0.7168141603469849,0.9970501661300659,0.5191740393638611,1.9261363708117807,1.0,1.0,1.0
66,0.719763994216919,0.9941002726554871,0.5221238732337952,1.9152543127485435,1.0,1.0,1.0
67,0.6873156428337097,0.9970501661300659,0.47787609696388245,2.0925926330137816,1.0,1.0,1.0
68,0.7079645991325378,0.9970501661300659,0.4365781843662262,2.2905404708933967,1.0,1.0,1.0
69,0.6932153105735779,0.9970501661300659,0.4719763994216919,2.1187500078929586,1.0,1.0,1.0
70,0.7345132827758789,0.9970501661300659,0.40707963705062866,2.456521793242214,1.0,1.0,1.0
71,0.7846607565879822,0.9882006049156189,0.49262535572052,2.029940173374526,1.0,1.0,1.0
72,0.728613555431366,0.982300877571106,0.6843658089637756,1.4612068383634451,1.0,1.0,1.0
73,0.7138643264770508,0.991150438785553,0.6283186078071594,1.5915492356497507,1.0,1.0,1.0
74,0.6725663542747498,0.9970501661300659,0.5545722842216492,1.803191447627996,1.0,1.0,1.0
75,0.7433628439903259,0.9970501661300659,0.4041298031806946,2.4744524955336686,1.0,1.0,1.0
76,0.7433628439903259,1.0,0.3539822995662689,2.825000010523945,1.0,1.0,1.0
77,0.764011800289154,1.0,0.29498526453971863,3.389999841383107,1.0,1.0,1.0
78,0.74631267786026,1.0,0.3569321632385254,2.8016528152766513,1.0,1.0,1.0
79,0.7168141603469849,1.0,0.4041298031806946,2.4744524955336686,1.0,1.0,1.0
80,0.7433628439903259,1.0,0.3333333432674408,2.9999999105930355,1.0,1.0,1.0
