epoch,loss,sameAs_train_hits@1,sameAs_train_hits@10,sameAs_train_MR,sameAs_train_MRR,sameAs_train_precision,sameAs_train_recall,sameAs_train_f1
0,2.5801229774951935,0.08185097202658653,0.15440845116972923,50.57501697540283,0.019779167681969474,0.7518545994065282,0.5073637702503682,0.3494915878026898
1,0.3718351386487484,0.22296759113669395,0.7157491445541382,9.985062599182129,0.10134617995418863,0.7809267687215556,0.6100883652430045,0.5401816895610434
2,0.2868832126259804,0.4140545427799225,0.997228816151619,1.1232585608959198,0.8931760224670504,0.25,0.5,0.3333333333333333
3,0.16183068603277206,0.4472127929329872,1.0,0.9340558052062988,1.0713264220359444,0.9992647058823529,0.9992636229749632,0.9992636225756617
4,0.10001062229275703,0.4224465489387512,0.9985501170158386,1.1123058199882507,0.8998498699360566,0.9292035398230089,0.9175257731958764,0.9169609416800428
5,0.06589665077626705,0.4031928554177284,0.9026726186275482,5.662676811218262,0.17932910827754484,1.0,1.0,1.0
6,0.062139890156686306,0.45167669653892517,0.9999999552965164,0.9165122658014297,1.1002161125255592,1.0,1.0,1.0
7,0.0577252646908164,0.418283648788929,1.0,0.9945569634437561,1.011854972721349,1.0,1.0,1.0
8,0.053945835679769516,0.4356938377022743,0.9992514997720718,0.9710677266120911,1.0360090732998573,1.0,1.0,1.0
9,0.05179111659526825,0.4566408544778824,0.9999999850988388,0.921027660369873,1.0870642816364133,1.0,1.0,1.0
10,0.05212867259979248,0.46937425434589386,0.9992162883281708,0.9027857631444931,1.108425665935817,1.0,1.0,1.0
11,0.05023991875350475,0.47214367240667343,0.9948793947696686,1.0778014212846756,0.9398660335754428,1.0,1.0,1.0
12,0.050205038860440254,0.4408193379640579,0.9934114962816238,1.1841526925563812,0.8610931748247792,1.0,1.0,1.0
13,0.048076960258185863,0.4852835610508919,0.9808044284582138,1.6746657192707062,0.6102405035146313,1.0,1.0,1.0
14,0.04772760812193155,0.501273863017559,0.9955220520496368,1.0150166302919388,1.000081682064131,1.0,1.0,1.0
15,0.0456250486895442,0.5142824426293373,0.998491570353508,0.8627293258905411,1.159239662857535,1.0,1.0,1.0
16,0.04544484429061413,0.5248190239071846,0.9985588788986206,0.7901526689529419,1.2683450697041436,1.0,1.0,1.0
17,0.04613551404327154,0.5133137330412865,0.9999999850988388,0.7636517882347107,1.3133521870324754,1.0,1.0,1.0
18,0.04451866541057825,0.532758429646492,0.981039360165596,1.4727275222539902,0.7411884567520346,1.0,1.0,1.0
19,0.04312911629676819,0.5637530237436295,0.9888589084148407,1.2006158083677292,0.8812872802416286,1.0,1.0,1.0
20,0.04082690179347992,0.5897574424743652,1.0,0.6356776654720306,1.57930996818278,0.9988978692138133,0.9988954344624448,0.9988954331148014
21,0.041144685819745064,0.5935043394565582,0.9999999850988388,0.632508248090744,1.5978879613098242,1.0,1.0,1.0
22,0.039009821601212025,0.5795162916183472,0.9970031529664993,0.7219705879688263,1.3974512915766082,1.0,1.0,1.0
23,0.03400072269141674,0.639713853597641,0.9954827725887299,0.6302004680037498,1.6291926182485423,0.9992647058823529,0.9992636229749632,0.9992636225756617
24,0.03503114264458418,0.5935736298561096,0.9948711544275284,0.7406443357467651,1.3574785123361177,0.9996320824135394,0.9996318114874816,0.9996318114375689
25,0.03301611542701721,0.5650378167629242,0.9918805360794067,0.8623195439577103,1.1697194671776359,1.0,1.0,1.0
26,0.0328578962944448,0.5734947472810745,0.9963647723197937,0.7593770921230316,1.3191126014351133,1.0,1.0,1.0
27,0.03213465120643377,0.5888532102108002,0.998614951968193,0.6543252021074295,1.5398532685453998,0.9988978692138133,0.9988954344624448,0.9988954331148014
28,0.030944002326577902,0.626002699136734,0.994780570268631,0.6720856875181198,1.5164387019246415,0.9996320824135394,0.9996318114874816,0.9996318114375689
29,0.031041068024933338,0.6121529638767242,0.9749627411365509,1.0345776826143265,0.9744327304863665,1.0,1.0,1.0
30,0.02850436558946967,0.6066635102033615,0.9759038686752319,1.0058903843164444,1.0174519057025277,0.9974358974358974,0.9974226804123711,0.9974226632922155
31,0.03017565282061696,0.6298305839300156,0.9752283692359924,1.019256666302681,1.0095691465804448,0.9988978692138133,0.9988954344624448,0.9988954331148014
32,0.02704766532406211,0.6384158283472061,0.9911776334047318,0.7151668071746826,1.4205288256465858,0.9985315712187959,0.9985272459499264,0.9985272427555093
33,0.028606662061065435,0.648919090628624,0.9874414354562759,0.7275428920984268,1.3922925000394115,0.9992647058823529,0.9992636229749632,0.9992636225756617
34,0.02635353710502386,0.6561218798160553,0.9954307079315186,0.6002825945615768,1.6801409651113774,1.0,1.0,1.0
35,0.0259173521772027,0.6512748599052429,0.9984859228134155,0.5709808170795441,1.7668423669462197,1.0,1.0,1.0
36,0.02604998741298914,0.6333259493112564,0.9941394627094269,0.615524172782898,1.6247211759609799,0.9996320824135394,0.9996318114874816,0.9996318114375689
37,0.023939928971230984,0.6483117192983627,0.9889425188302994,0.6788657456636429,1.4893958937706566,1.0,1.0,1.0
