epoch,loss,sameAs_train_hits@1,sameAs_train_hits@10,sameAs_train_MR,sameAs_train_MRR,sameAs_train_precision,sameAs_train_recall,sameAs_train_f1
80,0.08462866684421896,0.8694156169891357,1.0,0.16660173535346984,4.284415469635681,1.0,1.0,1.0
81,0.06856006011366844,0.8591404318809509,1.0,0.17104404419660568,4.863174510191093,1.0,1.0,1.0
82,0.059401076193898915,0.8819259881973267,1.0,0.14110856950283052,5.052698262827235,1.0,1.0,1.0
83,0.09885619888082146,0.8990559816360474,1.0,0.13810777217149733,5.63619036896686,1.0,1.0,1.0
84,0.060348819196224215,0.8821795582771301,1.0,0.12337600886821747,7.740908985781248,1.0,1.0,1.0
85,0.060079609230160716,0.8639246344566345,1.0,0.14750394374132156,4.9799999805092865,1.0,1.0,1.0
86,0.05212076492607594,0.8532419502735138,0.9999999850988388,0.17312587425112724,5.920535546402425,1.0,1.0,1.0
87,0.05813822280615568,0.8977260828018189,1.0,0.11205329298973084,6.244999883083629,1.0,1.0,1.0
88,0.05568167380988598,0.8780808687210083,0.9999999880790711,0.17553754448890685,4.088333389605915,1.0,1.0,1.0
89,0.06682830825448036,0.90561243891716,1.0,0.10778043232858181,12.732142609748426,1.0,1.0,1.0
90,0.06038828194141388,0.8675412535667419,1.0,0.16359902024269105,4.752966883336539,1.0,1.0,1.0
91,0.04486741479486227,0.9035806506872177,1.0,0.11386122740805149,11.366666549721538,1.0,1.0,1.0
92,0.06383277177810669,0.9297532320022583,1.0,0.08063813596963883,8.403333118279368,1.0,1.0,1.0
93,0.04058587746694684,0.8873294830322266,1.0,0.1291956275701523,5.39166653416534,1.0,1.0,1.0
94,0.055233920365571974,0.8643422424793243,1.0,0.14223673567175865,12.655555323217031,1.0,1.0,1.0
95,0.0640329249203205,0.9172524809837341,1.0,0.109091816842556,6.745238149000121,0.9573170731707317,0.9533333333333334,0.9532314818939023
96,0.07139948569238186,0.9419718235731125,1.0,0.0580281987786293,12.149999924972658,1.0,1.0,1.0
97,0.05878294222056866,0.860598623752594,1.0,0.15295450389385223,7.497023815661889,1.0,1.0,1.0
98,0.06956939734518527,0.8967949002981186,1.0,0.10915751196444035,10.749999627121738,1.0,1.0,1.0
99,0.056156303733587265,0.9250549435615539,1.0,0.08605616725981236,12.649999831896277,1.0,1.0,1.0
