epoch,loss,sameAs_train_hits@1,sameAs_train_hits@10,sameAs_train_MR,sameAs_train_MRR,sameAs_train_precision,sameAs_train_recall,sameAs_train_f1
78,0.02365151820704341,0.509433850646019,0.999980628490448,0.8267847299575806,1.2099061976384362,0.9998548375837548,0.9998548284071773,0.999854828406511
79,0.021818496752530336,0.5583131015300751,1.0,0.7110345512628555,1.4067191192143602,0.9994295577661068,0.9994289917348973,0.9994289915731085
80,0.019686924014240503,0.6187410831451416,1.0,0.6418075680732727,1.1976661410402303,0.9999129062219498,0.9999128970443063,0.9999128970439066
81,0.017181075131520628,0.5439583361148834,0.9999613165855408,0.7310338169336319,1.3690074187044758,0.9999032219348416,0.9999032189381182,0.9999032189379732
82,0.016467718873173,0.6226845264434815,0.9999845504760743,0.6071802616119385,1.254656305682187,0.9998838896952105,0.9998838627257418,0.9998838627241753
83,0.016624559508636595,0.6423887133598327,0.9999999761581421,0.5608462810516357,1.3412229370763373,0.9999419313628709,0.9999419313628709,0.9999419313628709
84,0.01987612284719944,0.6148837924003601,0.9999999761581421,0.6238128900527954,1.227122031196816,0.9999612875752473,0.9999612875752473,0.9999612875752473
85,0.02224166034720838,0.37448033690452576,0.997716024518013,1.2540092468261719,0.7978361200418637,0.9933630008785668,0.9932737161992141,0.993273411868902
86,0.03041404075920582,0.3860395848751068,0.9988189041614532,1.2848902642726898,0.7807370451897843,0.9999516096563725,0.999951609469059,0.9999516094690546
87,0.024270958080887795,0.36454747915267943,0.9999223113059997,0.9942736744880676,1.0057994714945449,0.999274981747514,0.9992741420358864,0.9992741417306881
88,0.022488610446453096,0.4493064880371094,0.9998451918363571,0.9729466438293457,1.0283184051405918,0.9998838814545392,0.9998838627257418,0.999883862724654
89,0.021516266698017716,0.506369099020958,0.9999612122774124,0.8130758255720139,1.2311205128811147,0.9999322624346816,0.9999322532566828,0.9999322532563718
90,0.01855062833055854,0.5154967606067657,0.9999613612890244,0.801826000213623,1.2475281977517534,0.9999612905723189,0.9999612875752473,0.9999612875751893
91,0.01765805957838893,0.5588176995515823,1.0,0.702396497130394,1.4248819646273938,0.9995745256928462,0.99957416332772,0.9995741632505002
92,0.017184438509866597,0.43842717409133913,0.9999532103538513,0.769075071811676,1.3251592162358425,0.9999903220811397,0.9999903218938118,0.9999903218938109
93,0.01725507634691894,0.4288241147994995,0.9999690532684327,0.7859207153320312,1.2940541481135572,0.9996614956091145,0.9996612662834137,0.9996612662445472
94,0.017110894760116936,0.45212032794952395,0.9999536633491516,0.9339228630065918,1.2998431621047293,0.9999516111548792,0.999951609469059,0.9999516094690183
95,0.01618724372237921,0.6789440274238586,0.9999845385551452,0.4636263132095337,1.5808467281525957,0.9998838896952105,0.9998838627257418,0.9998838627241753
96,0.01491291462443769,0.5893923789262772,0.9999999850988388,0.596749797463417,1.6766810880878358,0.999941938106021,0.9999419313628709,0.9999419313626752
97,0.014864604407921433,0.6098087728023529,0.9999805241823196,0.5544417649507523,1.8051372388621119,0.9999709673673209,0.9999709656814355,0.999970965681411
98,0.013898585643619298,0.5998009890317917,1.0,0.5670336484909058,1.7636524726297722,0.9999709673673209,0.9999709656814355,0.999970965681411
99,0.013432105537503958,0.4665865540504456,0.9999999761581421,0.8839442610740662,1.422546892853458,0.9998451982430001,0.9998451503009891,0.999845150297276
